business_id	day	close	open
wJr6kSA5dchdgOdwH6dZ2w	Monday	02:00	08:00
wJr6kSA5dchdgOdwH6dZ2w	Tuesday	02:00	08:00
wJr6kSA5dchdgOdwH6dZ2w	Friday	02:00	08:00
wJr6kSA5dchdgOdwH6dZ2w	Wednesday	02:00	08:00
wJr6kSA5dchdgOdwH6dZ2w	Thursday	02:00	08:00
wJr6kSA5dchdgOdwH6dZ2w	Sunday	02:00	08:00
wJr6kSA5dchdgOdwH6dZ2w	Saturday	02:00	08:00
yXuao0pFz1AxB21vJjDf5w	Monday	00:00	00:00
yXuao0pFz1AxB21vJjDf5w	Tuesday	00:00	00:00
yXuao0pFz1AxB21vJjDf5w	Friday	00:00	00:00
yXuao0pFz1AxB21vJjDf5w	Wednesday	00:00	00:00
yXuao0pFz1AxB21vJjDf5w	Thursday	00:00	00:00
yXuao0pFz1AxB21vJjDf5w	Sunday	00:00	00:00
yXuao0pFz1AxB21vJjDf5w	Saturday	00:00	00:00
fNGIbpazjTRdXgwRY_NIXA	Monday	23:00	11:00
fNGIbpazjTRdXgwRY_NIXA	Tuesday	23:00	11:00
fNGIbpazjTRdXgwRY_NIXA	Friday	23:00	11:00
fNGIbpazjTRdXgwRY_NIXA	Wednesday	23:00	11:00
fNGIbpazjTRdXgwRY_NIXA	Thursday	23:00	11:00
fNGIbpazjTRdXgwRY_NIXA	Saturday	23:00	11:00
b9WZJp5L1RZr4F1nxclOoQ	Monday	14:30	06:00
b9WZJp5L1RZr4F1nxclOoQ	Tuesday	14:30	06:00
b9WZJp5L1RZr4F1nxclOoQ	Friday	14:30	06:00
b9WZJp5L1RZr4F1nxclOoQ	Wednesday	14:30	06:00
b9WZJp5L1RZr4F1nxclOoQ	Thursday	14:30	06:00
b9WZJp5L1RZr4F1nxclOoQ	Sunday	12:30	07:00
b9WZJp5L1RZr4F1nxclOoQ	Saturday	12:30	06:00
zaXDakTd3RXyOa7sMrUE1g	Monday	14:00	07:00
zaXDakTd3RXyOa7sMrUE1g	Tuesday	14:00	07:00
zaXDakTd3RXyOa7sMrUE1g	Friday	14:00	07:00
zaXDakTd3RXyOa7sMrUE1g	Wednesday	14:00	07:00
zaXDakTd3RXyOa7sMrUE1g	Thursday	14:00	07:00
zaXDakTd3RXyOa7sMrUE1g	Saturday	12:00	07:00
zgy27FSnvwdINfk5cXBIyQ	Monday	00:00	00:00
zgy27FSnvwdINfk5cXBIyQ	Tuesday	00:00	00:00
zgy27FSnvwdINfk5cXBIyQ	Friday	00:00	00:00
zgy27FSnvwdINfk5cXBIyQ	Wednesday	00:00	00:00
zgy27FSnvwdINfk5cXBIyQ	Thursday	00:00	00:00
zgy27FSnvwdINfk5cXBIyQ	Sunday	00:00	00:00
zgy27FSnvwdINfk5cXBIyQ	Saturday	00:00	00:00
woOVJ0Z2f6XNCDntHA3b_g	Monday	19:00	08:30
woOVJ0Z2f6XNCDntHA3b_g	Tuesday	19:00	08:30
woOVJ0Z2f6XNCDntHA3b_g	Friday	19:00	08:30
woOVJ0Z2f6XNCDntHA3b_g	Wednesday	19:00	08:30
woOVJ0Z2f6XNCDntHA3b_g	Thursday	19:00	08:30
woOVJ0Z2f6XNCDntHA3b_g	Saturday	18:30	08:30
L0YSY79uzz_FIInvKmvyIw	Friday	15:00	09:00
L0YSY79uzz_FIInvKmvyIw	Tuesday	16:00	09:00
L0YSY79uzz_FIInvKmvyIw	Thursday	18:00	09:00
L0YSY79uzz_FIInvKmvyIw	Wednesday	18:00	12:00
L0YSY79uzz_FIInvKmvyIw	Monday	16:00	09:00
wqu7ILomIOPSduRwoWp4AQ	Monday	00:00	00:00
wqu7ILomIOPSduRwoWp4AQ	Tuesday	00:00	00:00
wqu7ILomIOPSduRwoWp4AQ	Friday	00:00	00:00
wqu7ILomIOPSduRwoWp4AQ	Wednesday	00:00	00:00
wqu7ILomIOPSduRwoWp4AQ	Thursday	00:00	00:00
wqu7ILomIOPSduRwoWp4AQ	Sunday	00:00	00:00
wqu7ILomIOPSduRwoWp4AQ	Saturday	00:00	00:00
P1fJb2WQ1mXoiudj8UE44w	Monday	22:00	11:00
P1fJb2WQ1mXoiudj8UE44w	Tuesday	22:00	11:00
P1fJb2WQ1mXoiudj8UE44w	Friday	23:00	11:00
P1fJb2WQ1mXoiudj8UE44w	Wednesday	22:00	11:00
P1fJb2WQ1mXoiudj8UE44w	Thursday	22:00	11:00
P1fJb2WQ1mXoiudj8UE44w	Sunday	21:00	11:00
P1fJb2WQ1mXoiudj8UE44w	Saturday	23:00	11:00
8QlnAcjGE6dgfKTVoxrPvQ	Monday	22:00	10:30
8QlnAcjGE6dgfKTVoxrPvQ	Tuesday	22:00	10:30
8QlnAcjGE6dgfKTVoxrPvQ	Friday	22:00	10:30
8QlnAcjGE6dgfKTVoxrPvQ	Wednesday	22:00	10:30
8QlnAcjGE6dgfKTVoxrPvQ	Thursday	22:00	10:30
8QlnAcjGE6dgfKTVoxrPvQ	Sunday	21:00	10:30
8QlnAcjGE6dgfKTVoxrPvQ	Saturday	22:00	10:30
t_gan0EXAw8csKIeFyazJw	Monday	00:00	10:00
t_gan0EXAw8csKIeFyazJw	Tuesday	00:00	10:00
t_gan0EXAw8csKIeFyazJw	Friday	01:30	10:00
t_gan0EXAw8csKIeFyazJw	Wednesday	00:00	10:00
t_gan0EXAw8csKIeFyazJw	Thursday	00:00	10:00
t_gan0EXAw8csKIeFyazJw	Sunday	23:00	11:00
t_gan0EXAw8csKIeFyazJw	Saturday	01:30	10:00
3gmBc0qN_LtGbZAjTtHWZg	Monday	21:30	06:00
3gmBc0qN_LtGbZAjTtHWZg	Tuesday	21:30	06:00
3gmBc0qN_LtGbZAjTtHWZg	Friday	22:30	07:00
3gmBc0qN_LtGbZAjTtHWZg	Wednesday	21:30	06:00
3gmBc0qN_LtGbZAjTtHWZg	Thursday	22:30	06:00
3gmBc0qN_LtGbZAjTtHWZg	Sunday	21:30	06:00
3gmBc0qN_LtGbZAjTtHWZg	Saturday	21:00	07:00
yHTLTr-QN-loO_7XoxS8qg	Monday	21:00	09:00
yHTLTr-QN-loO_7XoxS8qg	Tuesday	21:00	09:00
yHTLTr-QN-loO_7XoxS8qg	Friday	21:00	09:00
yHTLTr-QN-loO_7XoxS8qg	Wednesday	21:00	09:00
yHTLTr-QN-loO_7XoxS8qg	Thursday	21:00	09:00
yHTLTr-QN-loO_7XoxS8qg	Sunday	19:00	10:00
yHTLTr-QN-loO_7XoxS8qg	Saturday	21:00	09:00
6ilJq_05xRgek_8qUp36-g	Monday	00:00	00:00
6ilJq_05xRgek_8qUp36-g	Tuesday	00:00	00:00
6ilJq_05xRgek_8qUp36-g	Friday	00:00	00:00
6ilJq_05xRgek_8qUp36-g	Wednesday	00:00	00:00
6ilJq_05xRgek_8qUp36-g	Thursday	00:00	00:00
6ilJq_05xRgek_8qUp36-g	Sunday	00:00	00:00
6ilJq_05xRgek_8qUp36-g	Saturday	00:00	00:00
MKyk4F4HSzHF8v-4cYe3Ww	Friday	02:00	18:00
MKyk4F4HSzHF8v-4cYe3Ww	Saturday	02:00	18:00
MKyk4F4HSzHF8v-4cYe3Ww	Thursday	02:00	18:00
0hrB2iwQZ52VZcZWYywXrA	Friday	16:30	08:00
0hrB2iwQZ52VZcZWYywXrA	Tuesday	16:30	08:00
0hrB2iwQZ52VZcZWYywXrA	Thursday	16:30	08:00
0hrB2iwQZ52VZcZWYywXrA	Wednesday	16:30	08:00
0hrB2iwQZ52VZcZWYywXrA	Monday	16:30	08:00
sbW8qHJgzEIH42B0S-3New	Monday	00:00	11:30
sbW8qHJgzEIH42B0S-3New	Tuesday	00:00	11:30
sbW8qHJgzEIH42B0S-3New	Friday	02:00	11:30
sbW8qHJgzEIH42B0S-3New	Wednesday	00:00	11:30
sbW8qHJgzEIH42B0S-3New	Thursday	00:00	11:30
sbW8qHJgzEIH42B0S-3New	Sunday	00:00	11:30
sbW8qHJgzEIH42B0S-3New	Saturday	02:00	11:30
-taSf0shFSUKy9iCXnySsA	Monday	23:00	11:00
-taSf0shFSUKy9iCXnySsA	Tuesday	23:00	11:00
-taSf0shFSUKy9iCXnySsA	Friday	00:00	11:00
-taSf0shFSUKy9iCXnySsA	Wednesday	23:00	11:00
-taSf0shFSUKy9iCXnySsA	Thursday	23:00	11:00
-taSf0shFSUKy9iCXnySsA	Sunday	00:00	11:00
-taSf0shFSUKy9iCXnySsA	Saturday	00:00	11:00
McikHxxEqZ2X0joaRNKlaw	Monday	02:00	11:00
McikHxxEqZ2X0joaRNKlaw	Tuesday	02:00	11:00
McikHxxEqZ2X0joaRNKlaw	Friday	02:00	11:00
McikHxxEqZ2X0joaRNKlaw	Wednesday	02:00	11:00
McikHxxEqZ2X0joaRNKlaw	Thursday	02:00	11:00
McikHxxEqZ2X0joaRNKlaw	Sunday	00:00	11:00
McikHxxEqZ2X0joaRNKlaw	Saturday	02:00	11:00
frIRW4BGhdAWbSsG5ev2ng	Friday	17:00	07:30
frIRW4BGhdAWbSsG5ev2ng	Tuesday	17:00	07:30
frIRW4BGhdAWbSsG5ev2ng	Thursday	17:00	07:30
frIRW4BGhdAWbSsG5ev2ng	Wednesday	17:00	07:30
frIRW4BGhdAWbSsG5ev2ng	Monday	17:00	07:30
eT5Ck7Gg1dBJobca9VFovw	Monday	00:00	06:00
eT5Ck7Gg1dBJobca9VFovw	Tuesday	00:00	06:00
eT5Ck7Gg1dBJobca9VFovw	Friday	00:00	06:00
eT5Ck7Gg1dBJobca9VFovw	Wednesday	00:00	06:00
eT5Ck7Gg1dBJobca9VFovw	Thursday	00:00	06:00
eT5Ck7Gg1dBJobca9VFovw	Sunday	00:00	06:00
eT5Ck7Gg1dBJobca9VFovw	Saturday	00:00	06:00
HwwEfnZKLNOUoqfgcwAgcQ	Monday	21:00	10:00
HwwEfnZKLNOUoqfgcwAgcQ	Tuesday	21:00	10:00
HwwEfnZKLNOUoqfgcwAgcQ	Friday	22:00	10:00
HwwEfnZKLNOUoqfgcwAgcQ	Wednesday	21:00	10:00
HwwEfnZKLNOUoqfgcwAgcQ	Thursday	21:00	10:00
HwwEfnZKLNOUoqfgcwAgcQ	Sunday	20:00	11:00
HwwEfnZKLNOUoqfgcwAgcQ	Saturday	22:00	10:00
EoAY1JSVeJriBzId8lUQwQ	Monday	02:00	11:00
EoAY1JSVeJriBzId8lUQwQ	Tuesday	02:00	11:00
EoAY1JSVeJriBzId8lUQwQ	Friday	02:00	11:00
EoAY1JSVeJriBzId8lUQwQ	Wednesday	02:00	11:00
EoAY1JSVeJriBzId8lUQwQ	Thursday	02:00	11:00
EoAY1JSVeJriBzId8lUQwQ	Sunday	02:00	11:00
EoAY1JSVeJriBzId8lUQwQ	Saturday	02:00	11:00
Y4CcDDyMoDpK7BbpKawWjw	Monday	17:00	08:00
Y4CcDDyMoDpK7BbpKawWjw	Tuesday	17:00	08:00
Y4CcDDyMoDpK7BbpKawWjw	Friday	17:00	08:00
Y4CcDDyMoDpK7BbpKawWjw	Wednesday	17:00	08:00
Y4CcDDyMoDpK7BbpKawWjw	Thursday	17:00	08:00
Y4CcDDyMoDpK7BbpKawWjw	Sunday	17:00	12:00
Y4CcDDyMoDpK7BbpKawWjw	Saturday	17:00	08:00
TfvWSIAMFZ9zI3y2-K6wOA	Monday	22:00	11:00
TfvWSIAMFZ9zI3y2-K6wOA	Tuesday	22:00	11:00
TfvWSIAMFZ9zI3y2-K6wOA	Friday	22:30	11:00
TfvWSIAMFZ9zI3y2-K6wOA	Wednesday	22:00	11:00
TfvWSIAMFZ9zI3y2-K6wOA	Thursday	22:00	11:00
TfvWSIAMFZ9zI3y2-K6wOA	Sunday	22:00	12:00
TfvWSIAMFZ9zI3y2-K6wOA	Saturday	22:30	11:00
6p9TlP2I8S4agxYMNFSDjg	Monday	23:00	11:00
6p9TlP2I8S4agxYMNFSDjg	Tuesday	23:00	11:00
6p9TlP2I8S4agxYMNFSDjg	Friday	23:00	11:00
6p9TlP2I8S4agxYMNFSDjg	Wednesday	23:00	11:00
6p9TlP2I8S4agxYMNFSDjg	Thursday	23:00	11:00
6p9TlP2I8S4agxYMNFSDjg	Sunday	00:00	11:00
6p9TlP2I8S4agxYMNFSDjg	Saturday	00:00	11:00
XhbC5Qj5nBcqcKLPRd8izQ	Monday	21:00	10:00
XhbC5Qj5nBcqcKLPRd8izQ	Tuesday	21:00	10:00
XhbC5Qj5nBcqcKLPRd8izQ	Friday	21:00	10:00
XhbC5Qj5nBcqcKLPRd8izQ	Wednesday	21:00	10:00
XhbC5Qj5nBcqcKLPRd8izQ	Thursday	21:00	10:00
XhbC5Qj5nBcqcKLPRd8izQ	Sunday	18:00	12:00
XhbC5Qj5nBcqcKLPRd8izQ	Saturday	21:00	10:00
FituZ4jYzRe41ac9uvcHaQ	Monday	21:00	10:00
FituZ4jYzRe41ac9uvcHaQ	Tuesday	21:00	10:00
FituZ4jYzRe41ac9uvcHaQ	Friday	21:00	10:00
FituZ4jYzRe41ac9uvcHaQ	Wednesday	21:00	10:00
FituZ4jYzRe41ac9uvcHaQ	Thursday	21:00	10:00
FituZ4jYzRe41ac9uvcHaQ	Sunday	18:00	11:00
FituZ4jYzRe41ac9uvcHaQ	Saturday	21:00	10:00
JDDeaNfb0JXD1NbznSIC9g	Monday	22:30	11:00
JDDeaNfb0JXD1NbznSIC9g	Tuesday	22:30	11:00
JDDeaNfb0JXD1NbznSIC9g	Friday	23:30	11:00
JDDeaNfb0JXD1NbznSIC9g	Wednesday	22:30	11:00
JDDeaNfb0JXD1NbznSIC9g	Thursday	22:30	11:00
JDDeaNfb0JXD1NbznSIC9g	Sunday	22:30	11:00
JDDeaNfb0JXD1NbznSIC9g	Saturday	23:30	11:00
oPX8bpZ3dqviYQuic0Ahqw	Monday	21:00	10:00
oPX8bpZ3dqviYQuic0Ahqw	Tuesday	21:00	10:00
oPX8bpZ3dqviYQuic0Ahqw	Friday	21:00	10:00
oPX8bpZ3dqviYQuic0Ahqw	Wednesday	21:00	10:00
oPX8bpZ3dqviYQuic0Ahqw	Thursday	21:00	10:00
oPX8bpZ3dqviYQuic0Ahqw	Sunday	18:00	12:00
oPX8bpZ3dqviYQuic0Ahqw	Saturday	21:00	10:00
FiXamVMgMf9U0VqFHDZSEA	Monday	21:00	06:30
FiXamVMgMf9U0VqFHDZSEA	Tuesday	21:00	06:30
FiXamVMgMf9U0VqFHDZSEA	Friday	22:00	06:30
FiXamVMgMf9U0VqFHDZSEA	Wednesday	21:00	06:30
FiXamVMgMf9U0VqFHDZSEA	Thursday	21:00	06:30
FiXamVMgMf9U0VqFHDZSEA	Sunday	20:00	08:00
FiXamVMgMf9U0VqFHDZSEA	Saturday	22:00	07:00
DMy5IG-dNrH4ARk96KngEA	Monday	21:00	10:00
DMy5IG-dNrH4ARk96KngEA	Tuesday	21:00	10:00
DMy5IG-dNrH4ARk96KngEA	Friday	21:00	10:00
DMy5IG-dNrH4ARk96KngEA	Wednesday	21:00	10:00
DMy5IG-dNrH4ARk96KngEA	Thursday	21:00	10:00
DMy5IG-dNrH4ARk96KngEA	Sunday	18:00	11:00
DMy5IG-dNrH4ARk96KngEA	Saturday	21:00	09:30
rdATJvFQK4C73NIQ3zoY3w	Monday	21:00	10:00
rdATJvFQK4C73NIQ3zoY3w	Tuesday	21:00	10:00
rdATJvFQK4C73NIQ3zoY3w	Friday	21:00	10:00
rdATJvFQK4C73NIQ3zoY3w	Wednesday	21:00	10:00
rdATJvFQK4C73NIQ3zoY3w	Thursday	21:00	10:00
rdATJvFQK4C73NIQ3zoY3w	Sunday	18:00	11:00
rdATJvFQK4C73NIQ3zoY3w	Saturday	21:00	10:00
eznh0XjVtv924K-KYx_ilQ	Monday	00:00	06:00
eznh0XjVtv924K-KYx_ilQ	Tuesday	00:00	06:00
eznh0XjVtv924K-KYx_ilQ	Friday	01:00	06:00
eznh0XjVtv924K-KYx_ilQ	Wednesday	00:00	06:00
eznh0XjVtv924K-KYx_ilQ	Thursday	00:00	06:00
eznh0XjVtv924K-KYx_ilQ	Sunday	00:00	06:00
eznh0XjVtv924K-KYx_ilQ	Saturday	01:00	06:00
LQFWH1AKJlXGmEBlIKsBCw	Monday	21:30	09:30
LQFWH1AKJlXGmEBlIKsBCw	Tuesday	21:30	09:30
LQFWH1AKJlXGmEBlIKsBCw	Friday	21:30	09:30
LQFWH1AKJlXGmEBlIKsBCw	Wednesday	21:30	09:30
LQFWH1AKJlXGmEBlIKsBCw	Thursday	21:30	09:30
LQFWH1AKJlXGmEBlIKsBCw	Sunday	20:00	11:00
LQFWH1AKJlXGmEBlIKsBCw	Saturday	21:30	09:30
usSROUMiAgPcxV3Ym0OxMQ	Monday	23:00	11:30
usSROUMiAgPcxV3Ym0OxMQ	Tuesday	23:00	11:30
usSROUMiAgPcxV3Ym0OxMQ	Friday	00:00	11:30
usSROUMiAgPcxV3Ym0OxMQ	Wednesday	23:00	11:30
usSROUMiAgPcxV3Ym0OxMQ	Thursday	23:00	11:30
usSROUMiAgPcxV3Ym0OxMQ	Sunday	22:00	11:00
usSROUMiAgPcxV3Ym0OxMQ	Saturday	00:00	11:30
GlYPVYSOVT7zn00Kk_Oz4g	Monday	21:30	09:00
GlYPVYSOVT7zn00Kk_Oz4g	Tuesday	21:30	09:00
GlYPVYSOVT7zn00Kk_Oz4g	Friday	21:30	09:00
GlYPVYSOVT7zn00Kk_Oz4g	Wednesday	21:30	09:00
GlYPVYSOVT7zn00Kk_Oz4g	Thursday	21:30	09:00
GlYPVYSOVT7zn00Kk_Oz4g	Sunday	19:00	10:00
GlYPVYSOVT7zn00Kk_Oz4g	Saturday	21:30	09:00
bCw9HKDFLU_PppnNg-nIlw	Monday	00:00	06:00
bCw9HKDFLU_PppnNg-nIlw	Tuesday	00:00	06:00
bCw9HKDFLU_PppnNg-nIlw	Friday	00:00	06:00
bCw9HKDFLU_PppnNg-nIlw	Wednesday	00:00	06:00
bCw9HKDFLU_PppnNg-nIlw	Thursday	00:00	06:00
bCw9HKDFLU_PppnNg-nIlw	Sunday	00:00	06:00
bCw9HKDFLU_PppnNg-nIlw	Saturday	00:00	06:00
hnHt6EinzC-IX6y3GSF7jw	Tuesday	16:30	07:00
hnHt6EinzC-IX6y3GSF7jw	Friday	16:30	07:00
hnHt6EinzC-IX6y3GSF7jw	Wednesday	16:30	07:00
hnHt6EinzC-IX6y3GSF7jw	Thursday	16:30	07:00
hnHt6EinzC-IX6y3GSF7jw	Saturday	15:30	07:00
LiMXTPwanF3LkkKHklFCjw	Friday	19:00	11:00
LiMXTPwanF3LkkKHklFCjw	Tuesday	19:00	11:00
LiMXTPwanF3LkkKHklFCjw	Thursday	19:00	11:00
LiMXTPwanF3LkkKHklFCjw	Wednesday	19:00	11:00
LiMXTPwanF3LkkKHklFCjw	Monday	18:00	11:00
r8BwdblCW-ZUES37BL0khw	Monday	14:00	06:00
r8BwdblCW-ZUES37BL0khw	Tuesday	14:00	06:00
r8BwdblCW-ZUES37BL0khw	Friday	14:00	06:00
r8BwdblCW-ZUES37BL0khw	Wednesday	14:00	06:00
r8BwdblCW-ZUES37BL0khw	Thursday	14:00	06:00
r8BwdblCW-ZUES37BL0khw	Sunday	14:00	07:00
r8BwdblCW-ZUES37BL0khw	Saturday	14:00	07:00
bN3jIkPqbqroQJteJsC2uw	Tuesday	20:00	12:00
bN3jIkPqbqroQJteJsC2uw	Friday	20:00	12:00
bN3jIkPqbqroQJteJsC2uw	Wednesday	20:00	12:00
bN3jIkPqbqroQJteJsC2uw	Thursday	20:00	12:00
bN3jIkPqbqroQJteJsC2uw	Saturday	20:00	12:00
8Nm_jcCYtMXYW0ODSHDiXA	Monday	22:00	16:30
8Nm_jcCYtMXYW0ODSHDiXA	Tuesday	22:00	16:30
8Nm_jcCYtMXYW0ODSHDiXA	Friday	22:30	16:30
8Nm_jcCYtMXYW0ODSHDiXA	Wednesday	22:00	16:30
8Nm_jcCYtMXYW0ODSHDiXA	Thursday	22:00	16:30
8Nm_jcCYtMXYW0ODSHDiXA	Sunday	21:00	15:00
8Nm_jcCYtMXYW0ODSHDiXA	Saturday	22:30	16:30
9tAbTDdYTASHL7EU1e-OWw	Monday	18:00	08:30
9tAbTDdYTASHL7EU1e-OWw	Tuesday	18:00	08:30
9tAbTDdYTASHL7EU1e-OWw	Friday	18:00	08:30
9tAbTDdYTASHL7EU1e-OWw	Wednesday	18:00	08:30
9tAbTDdYTASHL7EU1e-OWw	Thursday	18:00	08:30
9tAbTDdYTASHL7EU1e-OWw	Saturday	17:00	08:30
imM-x_nAxVtYGVFJJ4FS3Q	Monday	17:00	09:00
imM-x_nAxVtYGVFJJ4FS3Q	Tuesday	17:00	09:00
imM-x_nAxVtYGVFJJ4FS3Q	Friday	17:00	09:00
imM-x_nAxVtYGVFJJ4FS3Q	Wednesday	17:00	09:00
imM-x_nAxVtYGVFJJ4FS3Q	Thursday	17:00	09:00
imM-x_nAxVtYGVFJJ4FS3Q	Saturday	14:00	09:00
TpLtXNrNK0FcmSLtNN7rpQ	Monday	19:00	07:30
TpLtXNrNK0FcmSLtNN7rpQ	Tuesday	19:00	07:30
TpLtXNrNK0FcmSLtNN7rpQ	Friday	19:00	07:30
TpLtXNrNK0FcmSLtNN7rpQ	Wednesday	19:00	07:30
TpLtXNrNK0FcmSLtNN7rpQ	Thursday	19:00	07:30
TpLtXNrNK0FcmSLtNN7rpQ	Sunday	16:00	10:00
TpLtXNrNK0FcmSLtNN7rpQ	Saturday	17:00	08:00
